id,id_twitter,text,sentiment
1511,864179437172129793,eu sou pau rodado kkkj #VideoShowAoVivo,0
1512,864494689516486656,"Lua maravilhosa, segue normal #Encontro",1
1513,863394159138418689,"#EDeCasa ele é mais baixo, logo o Centro de Gravidade fica próximo ao chão então fica mais difícil cair",0
1514,864899740458201088,"Gosto muito da Fatima Bernardes,😍😍
#VideoShowAoVivo",1
1515,864449884115673089,"A maquiagem da Ana Maria hoje tá parecendo que foi eu que fiz, horrível! #MaisVoce",-1
1516,864532735922233344,"@sophiaabrahao me dá essa brusinha, o bicha maravilhosa essa mulher #VideoShowAoVivo",1
1517,865279361859059714,se fosse eu eu ia fazer macarrão com sardinha enlatada kkkkkkkk #MasterChefBr,0
1518,864657117021696000,#MasterChefBR hj a luta vai ser boa!,1
1519,863582557794906112,"Todo mundo segurando @EoTchanOficial 
🕺🕺🕺
#AltasHoras",0
1520,864704259052498945,"E lá se foi mais um crush do Masterchef 💔
#MasterChefBR",-1
1521,865548723148865540,"Quando nossos recursos chegam ao fim, os recursos de Deus estão todos disponíveis.#SextaDetremuraSDV #MaisVoce #NoisEhFeioMais",0
1522,865546929198870531,#MaisVoce Eu quero esse pijama da Ana Maria 🦄😍,1
1523,865537825474723843,"Depois do escândalo do Temer e Aécio, Ana Maria Braga vestida de unicórnio é a pior coisa que você vai ver hoje.
#MaisVoce",-1
1524,864531547713654784,"Quero um simpatia pra #robertocarlos me receber no camarim. Fui  show aqui, e nao deu certo mesmo estando bem pertinho dele #videoshowaovivo",-1
1525,864116617688616960,Que roupa é  essa Tie? #Encontro,-1
1526,862312523479035905,Nossa! A Sandy está num nível de beleza que só Jesus. Chega a ser um insulto com a população desprovida disso #Encontro,1
1527,862306340122890240,"Orquídea lembra o filme da Anaconda e a orquídea sangrenta, tipo.. 
#encontro",0
1528,865428030058934272,#ConversaComBial E BEBO DOBRADO OUVINDO UM MODAO,0
1529,863247759905783808,Quando a mulher vai presa grávida fica com a criança até 6 meses depois o filho vai morar com algum parente ou pra adoção #ConversaComBial,0
1530,865050831317553152,"Catra vai ser pai again, novidade nenhuma kfjfondpzmdldmdl
#TheNoite",0
1531,864662755273560065,Que confusão essa essa prova #MasterChefBR,-1
1532,863040159725629445,@brauliobessa é o cara! Toda sexta fica mais linda ouvindo as poesias dele! #Encontro,1
1533,864674904553263104,"sardinha é uma das 7 maravilhas do mundo, com espinha e tudo #masterchefbr",1
1534,863595811183185920,Tem uma menina parecida com a Vitória do Anavitória no Altas Horas hsjshshs #AltasHoras,0
1535,863041298068103169,#AdoçãoTardia temática importantíssima em ser levantada. #Encontro parabéns!,1
1536,865551779575898113,#MaisVoce SAL EM VEZ DE AÇÚCAR. NAMARIA SOU EUUUU,-
1537,864667630577299456,To achando q o problema é o avental azul #MasterChefBR,-1
1538,865220037828849664,"Fátima cortando o convidado do #Encontro medinho de gongarem a globo, que deselegante!",-1
1539,863239318726475776,"Hoje o papo do @PBiaL é com o @drauziovarella, não dá pra perder!  #Carcereiros #ConversaComBial",1
1540,862513039114940417,"Maluma é muito lindo!
😱😍
#vivaoslatinos
#TheNoite",1
1541,865427901931429891,"Pode entrar, MARISA, E MARAIARA #ConversaComBial",0
1542,865061909376184321,"#TheNoite 

KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK MANOOOOOOOOO",1
1543,862143863460433922,miriam tem fazendo hora extra no programa já #MasterChefBR,-1
1544,865205440728227842,Se fosse a Fátima teria convidado só global q apoiou Aecio kkkkk #Encontro,-1
1545,865627376394280960,"#VideoShowAoVivo @otacosta sendo Tio, corrigindo (cortando) o @Lopesjoca  kkkk #épico",1
1546,864126837206765568,Eu sou assim kkk n consigo falar nd q sinto 😂 #Encontro,0
1547,863580512740397056,"A linda da @vanessadamata no #AltasHoras 😊O programa tá show!",1
1548,863589426328481792,É o tchan no #altashoras ❤️❤️❤️,1
1549,864875373410086912,"Consolidados - GLOBO (15/05):

#AForçaDoQuerer 31.9
#OsDiasEramAssim 22.4
#TelaQuente 15.8
#JornalDaGlobo 9.2
#ConversaComBial 7.4",0
1550,864674909468938244,O cara que mais joga sujo falando sobre o que é justo ou não.  Difícil aturar esse Leonardo. #MasterChefBR,-1
1551,864665222480637952,Não posso com esse programa me dá um desespero pqp #EquipeAzul #MasterChefBR,-1
1552,864663613377851393,"Aí que agonia essa Marian, meu Deus do céu, mulher!! #MasterChefBR",-1
1553,862151431759028224,SOCORRO QUE NERVOSO VAI TOMAR NO CU #MasterChefBR,-1
1554,864704132262842368,A Ana arrasou! Parecia a mais perdida #MasterChefBR,1
1555,864666793427824640,@masterchefbr hoje as duas equipes estão na luta agora basta saber qual será nocauteada. #MasterChefBR,0
1556,864854987293294592,"Preciso ler este livro! :D Adoro novela! XDSaudades #RoqueSanteiro #Encontro",1
1557,864704131642138624,Acordei agora insatisfeita com o resultado do #MasterChefBR,-1
1558,862174483192393728,Como é que dorme agora depois destas fortes emoções do #MasterChefBR,-
1559,864818253591445505,As senhoras tão se achando as SABIDONAS do ferro de passar. Kkkkkk #maisvoce,-1
1560,865629852988198912,"#videoshowaovivo Nanda Costa lacrando na próxima das 19h00!!!! Adoooooro!!! Nossa eterna heroína de ""Salve Jorge""!!!! 💋💋💋💋💋💋💋❤❤❤❤❤❤❤❤",1
1561,863573278841085952,mal começou o programa e eu já tô chorando #AltasHoras,1
1562,862286183581315072,Eu acho que sou um cara meio frustrado por não ter conhecido a Hebe Camargo! Sempre fui fã. Tô emocionado. #MaisVoce,-
1563,863031769712517120,Braulio sempre com suas poesias 😍 #Encontro,1
1564,864651210065838081,Estou aqui só ver se consigo acompanhar o #Masterchefbr hoje mas estou tão cansada... Vamos ver...,-
1565,862148916069924864,"Tá errado @masterchefbr o Victor não fez a prova pq ele se machucou, não foi um fator externo. Injusto com o Abel. #masterchefbr",-1
1566,865778303914958850,"#ConversaComBial
Ansiosa pra assistir a conversa de hoje sobre política. Começa logo",1
1567,864182645596487681,"@VideoShowasVIVO Bora melhorar as pesquisas sobre a cultura paraense, a DINDIN aqui é dinheiro! sacolé = chopp  #VideoShowAoVivo",-1
1568,863587647016636417,#AltasHoras apareceu o índice de morte na minha cidade tô muito assustado #BelemPedePaz,-1
1569,863591661594697728,O Tchan já pode substituir a morena pela Bella Gil! #AltasHoras,0
1570,863385491344941060,Rafael ainda nem nasceu e já escuta @Rua15Saulo #anjo #40semanas #EDeCasa,1
1571,865073884411953152,"#ConversaComBial, até que enfim um excelente programa de entrevistas na TV aberta. 👍",1
1572,862360387790012420,"Amei o Nelson Xavier em Tenda dos milagres, estou lendo o livro de Jorge Amado.#videoshowaovivo",1
1573,862370979577831424,Estava assistindo #MasterChefBR agr no yt e gente..a da Mirian tava ridicula parecia comida dos meus priminhos td misturado devia ter saido,-1
1574,864532971096813568,"Amava Sexo Frágil!!! Essa risada da ""irmã"" do Lázaro Ramos era muito boa! #VideoShowAoVivo",1
1575,864681369930268672,Felizmente Deborah a salvo #MasterChefBR,1
1576,862720884100009988,"@masterchefbr @MChefMirian Isso @MChefMirian pede o fôlego e volta pra casa, pois ninguém mais aguenta você! #MasterChefBR",-1
1577,863573938030481408,"A mãe do Serginho! ❤❤❤❤
#AltasHoras",1
1578,865055679798812672,"#TheNoite  o melhor quadro, Mestre mandou .",1
1579,863582336310534144,É o Tchan é minha religião #altashoras,1
1580,864531050508288000,Sofia linda esse seu batom tá show e Joaquim como sempre lindo bjusss da paraiba #VideoShowAoVivo,1
1581,864661962000650240,Vitor B é muito bebezinho @MChefVitorB  #MasterChefBR,-1
1582,862317797883482112,Não consigo olhar para a Sandy @SandyLeah e imaginar ela peidando!! #Encontro,-1
1583,863227876941934593,Amanhã nossa amada @vanessadamata no #AltasHoras com @oserginho,1
1584,863190980534685697,"Bixinho do @MChefDouglas estava torcendo por ele, 💋 gato #MasterChefbr",1
1585,865051334747328512,"O papai chegou HAHAHA #MrCatra 
#TheNoite",1
1586,863788726312468481,Esse sotaque da Lucero me mata tanto 😭 #DomingoLegal,-1
1587,863581192628695040,Lais Souza e muito linda #AltasHoras,1
1588,865218479808499712,E esse branco falando sobre racismo? Preguiça #Encontro,-1
1589,864681352993615876,@Ka_SPN_BSB o @pefabiodemelo tah no pgm do @Bial!!! #conversacomBial,1
1590,863573567010734080,Melhor programa #altashoras começando com #éotchan se eu amo? 💗💗💗,1
1591,865439264770846720,Que fofas a Maiara e Maraísa gente!Lindas cantando Elis Regina Como nossos pais.Lindamente cantaram #ConversaComBial,1
1592,862142617030668288,Eu ligo agora no #MasterChefBR e estão logo fazendo comida da minha terrinha. Que saudade.,1
1593,862141979446173696,"O prato do @MChefFernando tava tão legal, meu!#MasterChefBR",1
1594,864301806544990208,@doriazoeiro Coitada da Taís Araújo!!! 🍲😂😂😂🍲Kkkkkkk #MaisVocê,-1
1595,863395921522032640,"Dêem os parabéns ao @alerossioficial pelo seu dia, pois hoje é dia do Zootecnista! 👏👏👏
#ÉDeCasa #EDeCasa",1
1596,865426213510053889,Ahhh vai começar uhuuu😍😍👏🏼👏🏼👏🏼👏🏼👏🏼💜💜 @MaiaraeMaraisa #MaiaraeMaraisaNoBial #ConversaComBial,1
1597,865059540303310848,"o Mestre mandou é o melhor quadro velho kkkk 

#TheNoite",1
1598,864905070558760961,"#VideoShowAoVivo
Fátima linda como sempre 😍👏👏👏👏",1
1599,864687051056304129,"Acho que o Victor B roda hoje!
#MasterChefBR",-1
1600,865565693965684736,"Pensei que você pegadinha

#Encontro",-1
