id_twitter,sentiment,text
1071714859061051392,1,"Meu sonho um dia poder andar todo agasalhado num dia ensolarado, pique Europa"
1072163003808784384,1,"Hoje Clarice Lispector completaria mais um ano de vida. Li a primeira vez um texto dela há uns 4 anos atrás, de primeira vi que ali tinha algo diferente, tão intenso e difícil que precisei reler 3x. Ano passado li ""A Hora da Estrela"", um livro visceral e instigante. Recomendo!"
1070367689833627648,0,"Eu nem to reclamando do traço ou das mudanças em personagens. Isso eu curti.

Mas essa ideia de que desenho/jogo tem que ser sempre censurado porque “ain as crianças blabla” precisa morrer."
1070656856828403712,1,"The Maine vindo fazer show e os caras me colocam que o álbum em totalidade que será tocado será pioneer 
DEUS SÓ FOI O PRIMEIRO SHOW DELES Q EU FUI E EU IREI NOVAMENTE SIM"
1072162518007726080,0,"Aqui tudo é intenso, desde o amor até ao desprezo &gt;&gt;&gt;&gt;&gt;"
1072090215760752640,0,"porque na verdade eu descobri que TUDO que eu preciso esta em Ti, mas meu coração é teimoso demais pra admitir"
1072193360763469824,0,Muito verdade! Teimoso https://t.co/5KkOjpFrej
1071095503608258560,1,"amei q o Ragazzo botou umas barraquinhas nas plataformas de Deodoro, sai sedento e nem peguei fila"
1072179552951128064,-1,@lolaescreva @Marceloflacedae @blogdosakamoto EU NÃO VOU ASISTIR RAU GIL ELE GOSTA DE FERIR AS PESSOAS MAIS QUANDO ENVOLVE ELE FICA NERVOSO O PAU QUE DÓI EM CHICO DÓI NO FRANCISCO
1073355293222932480,1,"por mais que eu me sinta inútil as vezes, eu sei que eu sou uma pessoa muito prestativa e me orgulho disso!"
1072100095519285248,-1,minha mãe é o exemplo de paciente TEIMOSO!
1070335716310310912,0,Preciso terminar de olhar O Mundo Sombrio de Sabrina antes do dia 14 pra poder olhar o especial de natal
1073035732518924288,1,Que felicidade com este plano https://t.co/ZkMAsEhG3O
1074431713059749889,1,"Monise está muito linda, to apaixonado"
1072181633745338371,0,Minha mãe hoje tá estressada já chutou o balde com geral aqui em casa 😂😂😂 rindo de nervoso
1071858605899550723,-1,"Mais um cuzao ingrato que esse grupo de jogadores criou. Vaza, pau no cu. https://t.co/fuMZFtz7qq"
1073137100126609409,0,@lucas_musetti Já estou imaginando um 2-5-3 no clássico contra o Palmeiras no Allianz hahahaha estou iludido de novo...
1071076168239996928,1,"pensei q n ia chorar nesse último dia de aula já q teoricamente tinha acabado pra mim o ensino médio, mas me senti parte desse 3ao, desabei no choro"
1068119902316359680,1,"@Juuniorlemos Chama-se inconsciente coletivo, Jung já falou sobre isso."
1072180540609097729,-1,"tenho que apresentar o meu TCC na facul hj e eu cheguei à conclusão q não nasci p essas coisas, que nervoso 😥"
1073377884281208833,0,To ai na chuva no sol no escuro no claro 👍✌️😘😉!
1070617721241591808,1,"Diante de uma gestão de fracassos,declaro apoio a Chapa Sport do Povo, @miltonbivar .
Milton(muito experiente) e sua chapa são os mais preparados para tocar o clube no biênio 19/20.
Que ocorra a transição de pessoas jovens,preparadas e motivadas para fazer o Sport cada vez maior. https://t.co/zPgKTvBW6F"
1072181067652718593,-1,minha prova hoje é aparelho locomotor eu tô estudando pra sistema nervoso que é sexta minha vida acadêmica perdeu o rumo
1073100598629801984,1,Amor próprio e o essência para a sua felicidade 😍
1070665825013678084,0,KKKKK eu to c muita vergonha do meu artista mais tocado
1074428322514391042,1,ver meu bebe todo apaixonado é tão bom! fico tão feliz por ele
1072253119181004800,1,"@Gu1Martinss Claro que posto kkkk
90% eu to cantando"
1073209078325882880,0,@GFoncatti Ata. Publico faa campanha pq o queridinho não participou e ele é totalmente isento de responsabilidade
1072176356673372160,-1,"Uber teimoso é engraçado, comigo os bicho sempre se fode"
1069593408002498560,1,"@thithumtha Tipo, você tem um amigo soropositivo (eu tenho vários).
Você conhece uma galera que faz sexo desprotegido e corre riscos.
É uma situação constrangedora você falar sobre este assunto com algum desses amigos?"
1072117154592509952,-1,@astrodazueira o seu sempre aparece teimoso e total verdade @UmLokiSo
1073365894968020992,0,Pessoa mais inútil que eu desconheço https://t.co/FuVQnOFZn9
1071072568428453888,0,"No meu tempo, qnd agt falava q acabou, é porq tinha acabado msm, queria eu ter acabado os 5 dias da semana KKKKKKKKKK era festa de despedida até n querer mais"
1070343496643608576,-1,@red_righthand HEISHEJEHUD mais sombrio mais sombrio (mas deve ser nojento comer o pássaro inteiro :&lt; textura e tal)
1072161310798958599,1,"No meu corpo batem dois corações e cresce  um amor impossível de descrever, avassaladoramente intenso. Hoje eu sou vida que gera vida, e em mim minha bebê se desenvolve cada dia.... 💖 https://t.co/wA16CM1tcH"
1073611841044135942,0,Posso tomar banho de chuva o dia inteiro por não querer gastar com guarda chuva mas ficar sem fone de ouvido aí a gente entrega o dinheiro como se o vendedor estivesse fazendo um favor em prol da nossa vida 🤙🏽🤙🏽🤙🏽
1073385454488207360,-1,É inútil tentar falar com alguém que não ouve para entender mas sim para responder.
1072884591294332928,-1,@estudioi caso do João de Deus semelhante ao caso do médico monstro da série Abuso. terrível pé ser até onde vai a maldade humana
1073095849033519105,1,"The Fame.
Primeiro CD próprio q tive em mãos. Marcou absolutamente TODA minha pré adolescência. https://t.co/NKKJiGb8dM"
1074430713800343555,1,"A cada episódio, esse anime me impressiona mais, me faz ficar cada vez mais apaixonado
Pqp, essa temporada tá MUITO boa"
1073220887778873346,1,A expectativa era tão baixa que essa imagem me deixou feliz https://t.co/jlLIGy0gkk
1071833060579127296,-1,"@Brunohenrique cavando sua saída do @SantosFC , mais um ingrato. https://t.co/XV0VBrGHdu"
1071466935148310528,1,"Eu acredito em Deus Pai Todo-Poderoso, Criador do céu e da terra. https://t.co/BzGmQk4asn"
1073260466967855104,-1,"@g1 Isento bosta, fez a campanha toda dizendo que era contra corrupção..
O ano nem virou e a lixeira já abriu.
Família safada.
Quero ver bolsominion defendendo esses bostas agora.."
1074428160337461248,1,"Bom gente, essa é a minha namoradinha e como vocês já devem saber eu sou extremamente apaixonado por ela. Ela é a coisinha mais preciosa desse mundo. Feliz aniversário neném, sabe que é noix e ainda to esperando marcar o nosso pebol ❤️ https://t.co/blDQ4QxRYq"
1072163525764763648,0,"#Capricórnio Aqui é tudo intenso, desde o amor ao desprezo."
1072882672555446273,0,tá explicado pq a capa de no candle no light é terrível zayn gastou toda criatividade e bom gosto na capa do álbum e eu te perdoo zayn pq a de icarus falls tá lindíssima uma obra de arte mesmo https://t.co/a5LE9nTOhg
1072666100356272131,1,"Boa noite família, um pouco ausente do Twitter mas sempre ligado à melhor companhia, depois do reconhecimento que vimos ontem com a despedida de D.Wade vs L.James, acho de certa forma ingrato o Carmelo retirar-se já, com o nome algo “sujo na praça”. #NBAnaSPORTTV"
1071899541492981766,1,"@xxxbiaa Não faças nada, o teu cabelo é lindo! 
E btw cabelo esticado fica-te mesmo bem"
1074333076078190593,1,"@xobnzos Esses penteados são interessantes,mas não algo que eu usaria.Mesmo assim, precisam dar parabéns ao profissional.
Parabéns pelo cara ter dado um jeito de deixa o cabelo durinho.
Ninguém fala ""mulher fazendo coisa de mulher"" quando vê uma caixa de supermercado

Mentes alienadas.."
1073350653462937600,0,"@romeutriste Legal que a lei do feminicídio é a lei mais inútil existente, se vc faz um homicídio com um homem vc fica mais tempo preso do que você fazer um homicídio com uma mulher, qual a lógica"
1069624895951290370,-1,@mrcartoonizando e tãp me diz matt se você nunca viu avatar a lenda de aang e korra  e vc ficar reclamado e tão vc não tem DIREITO fala esse desenho ja que vc nunca viu e mesma coisa fala mal jogo se do que vc nunca jogou não faz nenhum sentido
1074331014414168065,1,"Cinco seguranças fazendo o cerco, fechando 360° graus e ainda assim ele olha pra todos os lados o tempo todo. 
O preço de um novo Brasil, caro, mas histórico! 🇧🇷 Sou muito fã desse Ministro ❤ https://t.co/4uEzXo0fG2"
1071834924271980546,1,"como dizia o sábio: ""cada um com seu cada qual."""
1072412507078385664,1,"@oliveiraddiogo @adrianotomasoni Se o cara vendeu um AP de 400mil e comprou outro de 500, já da 900 mil de movimentação. Não estou dizendo que foi isso que ocorreu, mas pode ser.
Outra desculpa é que ele pode ser agiota.( Mais plausível)
Por enquanto não parece que algum dos Bolsonaro tenha culpa."
1071912883573919744,0,cabelim perfumado um homem de pijama amarelo dormindo todo esticado
1071612009656057856,-1,@jescareca Podre p mim é qm tenta prejudicar os outros sem aparentemente motivo algum
1070747817700982785,0,meio inacessivel pros nossos padroes de realidade sim mas q eh possivel eh
1073240387387572224,0,"Estava vendo um vídeo de uma sexóloga falando sobre sexo anal e ela tocou num assunto um pouco delicado que a gente não para pra pensar direito, ainda mais nós homens gays passivos"
1073939866730356737,-1,"Anos de bullying na infância + calvice precoce = bozo jr frustrado e putinho com o “”marxismo cultural”””.  Vai chupar as bolas do Olavo, seu merdinha!"
1071045365909086208,-1,"não dá pra arrumar a casa com o meu pai, tudo o que eu vou fazendo ele faz ao contrário, eu arrumo e ele desarruma, eu limpo de um jeito e ele de outro"
1071539955246223360,0,"Compre joias com segurança: Brinco de ouro 18k com brilhante 19.95mm #amojoias #brinco
R$2791.08
➤ https://t.co/6Hj9G8zGqu https://t.co/pSVu0SSSFx"
1073538256606769154,1,"As vezes parece que estou tentando montar um cubo mágico mas não, é só a vida mesmo."
1074120773089005568,1,queria q todas as roupinha q eu gosto ficassem boas em mim
1073050203480035331,0,"@RedeGlobo @profreporter Ótimo assunto, as pessoas precisam parar de olhar pro próprio umbigo e ver o quão humilhante é para uma mulher ter um filho no Brasil em hospital público."
1067528063724986370,0,"Só para deixar bem claro, que eu nao tenho quais quer tipo de problemas  com homosexuais.
Foi tudo planeado entre mim e o @diogopais320 para vermos como a sociedade  reagia.
Obg."
1072127790709919747,1,@Filipe00876353 Fala isso pq me ama kkkkkk mas obrigada enjoado
1070288551164686336,0,"Festival Folclórico de Parintins 2018
Ritual Indígena ""Ritual de Transcendência Yanomami"", do artista Kennedy Prata
Boi Caprichoso, segunda noite de apresentação.
Foto: Wigder Frota
The… https://t.co/gMYjMxy9Yi"
1070777641140146176,1,"Nos trankings internos o Haddad está colado com o Bolsonaro. Em todas as regiões o petista cresce nos segmentos de 2 a 5 salários e entre as mulheres. Ciro está atrás do Alckmin na margem, a campanha do pedetista perde espaço na rua. Agora é defender o nome do Haddad até dia 7!"
1071034409904685056,1,"A Alibaba anuncia abertura de centro logístico no velho continente. #digitalmarketers #ecommercenews
https://t.co/R5l5p1bS5Y"
1071599534281756672,-1,@sapatassa imagina a pessoa n consegue nem chupar um peito direito
1070314764163825664,0,Uai! Quero a minha  parte. Tem alguém surrupiando. Me senti excluído agora! 😥😥 https://t.co/YlaBm8cPl6
1070997464210161664,0,@UOLNoticias A atitude foi a MAIS ADEQUADA! A vida do cidadão está acima de tudo. É um marginal a menos para barbarizar o povo. Parabéns para a polícia militar!!!!
1073403591279501312,-1,"meio bizarro a gente celebrar o nascimento de Cristo (um cara contra o lucro, o materialismo q dizia pra amar o próximo) dando presentes materiais uns aos outros, alimentando uma indústria cruel que lucra nos ombros de trabalhadores com condições deploráveis ou até mesmo escravos"
1073809586707148802,-1,"Por causa dessas coisas o ano não foi nada bom pra mim e eu chorava quase todo dia. As vezes eu brincava dizendo q era forte por n desistir e tals mas gente, eu sou forte sim, foi difícil pra crl isso td"
1071370445633409025,0,"Foi realizada ontem a manutenção do dia 07 de Dezembro, conforme programação quinzenal.
Nela foram implementados novos mapas do continente de Hoenn , Pokémon Finneon, Bronzor e mais… https://t.co/vUAu8Ci7i7"
1068583898488209409,0,"poucas coisas são tão gostosas quanto carinho na barriga.
o conforto estomacal é instantâneo ^^"
1073965985181376512,1,n eh ejaculação precoce  eh só pressa de formar uma família rápido com vc
1070792550645186560,0,"Queria saber onde tava a galerinha que propõe o Fair Play financeiro hoje quando o ataque do Palmeiras era composto por Vinicius, Caio Mancha e Felipe Menezes?"
1072051682874400768,1,"""Feliz Aniversário!!!Parabéns @negorimadorgosp , meu marido,eterno namorado, papai do Davi!!!Deus continue te abençoando, guardando. Que tudo que você toque seja abençoando e próspero! Ti… https://t.co/9qDrOyNhif"
1072210621104566274,1,"@the10monster ele é muito gostoso, tô admirando"
1070252031695298560,1,"@maspoxacorno @CRUZ_LEO2 Choco o Melhor,pena q estão misturando política e sabedoria."
1071087495767621633,0,"@krikaoli Muito obrigado pelas palavras, querido Cristiano. A sua coragem me inspira, pode ter certeza. Conte sempre comigo, vamos em frente. Um forte abraço!"
1073349256214441991,1,acho que hoje consigo dormir sem me sentir um completo inútil
1068496768118243328,-1,"@JoelAlexandreM Esse aí nem precisava investigar muito, a cara de VAGABUNDO, SAFADO, ORDINÁRIO, PILANTRA, LADRÃO já o condena."
1070860240399282176,-1,enjoado das minhas músicas mas com preguiça de procurar novas
1070701786032455680,0,Tô anotando os pedidos tudo no wpp do gordo 🤣🤣🤣
1071003568348499968,-1,tava com alta pica para jogar amanhã e não fui convocado que brincadeira fdss 😕
1071558591193276417,1,Os meninos usando roupa branca ou azul clarinho parece sete anjos
1074069454114447362,0,"@marcioQmaciel @KhitoSantos @Goku_Palmeiras @FoxSportsBrasil Coitado do Internacional Kkkkkkk, a máfia é grande kkkkkkkkkkkkkk

E sobre 2005, Dualib: ""nós estávamos fora. Pq o campeão de fato e de direito seria o internacional."""
1071082081051074560,0,@El_Universal_Mx Velasco Escobar? Que raro 🤣
1067274740702822400,1,@johnnychrisss hauajauauha só o maligno já tá sussa
1069648225206980609,1,Demoro mas chego... ESTÁ DECLARADO QUE ÉPOCA DE PIPA JÁ COMEÇO 😍🥰
1072275680191283200,1,"@511HWY SIM... Eu achei muito genuíno como o melhor amigo deles se sentiu culpado por tudo o que ocorreu, já que né, foi culpa dele. Um amor tão genuíno assim naquela época era raro... e saber de uma história dessas deixa meu coração quentinho."
1071210173711245312,0,"@Carol_shiranui Rsrs, vc é muito gentil,  extremamente simpática, te adoro minha amiga. Uma ótima noite pra vc tbm Carolzinha e bom descanso!! 😘"
1072084833441103872,1,"Tava tirando uma foto aqui no trampo, e entraram bem na hora do sorriso. Senti vergonha por n ter intimidade cm q pessoa. Percebi que sou mais tímido do que pensava kk"
1073745947161714688,-1,Fui toooda comprar subway e tava fechado
1072119961450176513,-1,"menina querendo me passar a perna, ta achando.. 
Parei de pagar as coisas antecipado, as pessoas n tem palavra mano!
já tive meu aprendizado do dia.
da série: 
coisas que só acontecem com Carol"
1073626163132686336,0,@VictoriaGabx Kkkkkkkk só falta conseguir andar com o boneco q tá tudo certo
1070690688608690176,0,"Caminhão carregado com cana-de-açúcar tomba e motorista fica preso nas ferragens.

Acidente aconteceu em Paraguaçu Paulista (SP) na... https://t.co/7ddYL5Ihoo"
1073006672845684736,0,Estranho seria se não devesse 🙄🙄 https://t.co/Hcwzg0TAK9
1068680759446315008,1,"Todas as vezes que eu contemplo as pessoas que me cercam, eu vejo o quanto Deus é/foi generoso comigo."
1072133283608182784,1,nao acontece NADA nessa serie e todos os personagens sao CHATOS mas vou seguir firme pois quem sabe fica bom nos proximos tres ultimos eps.
1070141589840904192,0,tiger era muito debochado e a lascô era iguaizinha
1073393165510557696,-1,"era uma vez uma familia suburbana carioca q vivia de aplicar pequenos golpes como políticos do mais baixo clero da república, amealhando pequena fortuna, do tamanho adequado à sua própria mediocridade. um dia resolve dar um passo maior do q a sua perna e se estabaca no chão. fim."
1072865414198157312,1,@zicossaura Acho que até o ano passado  Riot dava uma quantia de RP gratis para novos jogadores...
1073374954383650816,1,po na real q eu de batom escuro fico demais bicho
1071082827947626498,-1,"Fiquei devendo uma cerveja artesanal pro fdp em Aldeia Velha, mas tá bom tbm. Nada é de graça nessa vida né"
1069958953935781889,-1,To triste d+++ pq to enjoado logo hj que trouxe uma marmita que minha mainha fez com tanto amor e carinho 😭😭😭
1070792932448456704,0,"@newscolina Ulisses, esse muleke tinha que ser testado no Carioca @newscolina"
1071168113209696257,0,@evecasort achou alguem que aguenta ouvir história de 15 anos de vida direto sem pausa pra respirar?
